,Url,Namn,Alt. namn,Byggår och arkitekt,Alternativt namn,Annexskolor,Adress,Arkiv på Stadsarkivet,Rektorsområde,Arkiv hos övriga,Historik
823,Visa/tekniska-skolan-i-stockholm/f27d84f6-4499-4c14-845f-9dae7ad65482,Tekniska skolan i Stockholm,Slöjdskolan i Stockholm / Svenska slöjdföreningens skola / Svenska slöjdföreningens söndags- och aftonskola /  Söndagsritskola för hantverkare / Mandelgrens söndagsritskola,,,,,,,,"Statlig ""yrkesskola""

1844 öppnades en ""Söndagsritskola för hantverkare"" på initiativ av Nils Månsson Mandelgren (1813-1899) samt ornamentsbildhuggaren Ahlborn och snickaren Berlien. 
1845 övertogs skolan av Svenska slöjdföreningen under namnet ""Svenska slöjdföreningens söndags- och aftonskola"". 
1859 ställd under statlig ledning och med namnändring 1866 till Slöjdskolan i Stockholm. 
1878 omorganiserades verksamheten och namnbyte skedde till Tekniska skolan med 4 utbildningslinjer: en teknisk afton- och söndagsskola (lägre fabriks- och hantverksutbildning), 
en teknisk skola för kvinnliga lärjungar, en högre konstindustriell skola (utbildning av teckningslärare, möbelsnickare, konstsmeder, dekorationsmålare, lackerare, modellörer, ornamentsbildhuggare, träskulptörer, cicelörer, gravörer etc) samt en byggnadsyrkesskola (""Bysan""). 1890 även maskinyrkesskola (utbildning av verkmästare, maskinister, ritare, smidesarbetare, urmakare etc). 
Efter åtskilliga förslag kunde först 1938 Högre Tekniska läroverket inrättas - se vidare Thorildsplans gymnasium. 

1844 i Akademiens för de fria konsterna byggnad
1845 i en lokal i Kastenhof 
1848 i Rådhuset i Staden mellan broarna
1850 i Brunkebergs hotell
1868 i egen nyuppförd skolbyggnad på Mäster Samuelsgatan
1896 lokaler i fd Lantbruksakademins museum
Enl. Ferlin 1859: Mäster Samuelsgatan 39

Namn:
1844-1845  Söndagsritskola för hantverkare / Mandelgrens  söndagsritskola
1845-1866  Svenska slöjdföreningens skola / Svenska slöjdföreningens söndags- och aftonskola
1866-1878  Slöjdskolan i Stockholm
1878-1945  Tekniska skolan i Stockholm
1945-      Konstfackskolan, senare Kontfack

Litteratur:
Asklund, Lars 2001: Åsö gymnasium och vuxengymnasium (dels inledningar till arkivförteckningar, dels separat historik, Stadsarkivet).
Ferlin, P.R. 1859: Stockholms stad . . . . 
Gullberg, Anders & Rudberg Eva 2001: Byggare i Stockholm (Sthlmsmonografi nr 158)."
824,Visa/kampetorps-odro--1955-1970/b6ba9aa9-3bb5-47d5-aa62-9dda991ae5a4,Kämpetorps öd/ro  1955-1970,,,,,,,,,"Huvudskola:
Kämpetorpsskolan"
825,Visa/odengymnasiet/ea59bc82-4dab-4010-9c87-9df4b699135f,Odengymnasiet,Odenplansgymnasiet,,,,2018- Instrumentvägen 31,,,,"Fristående gymnasieskola.

Öppnad ht 2012. Skolan är en del av Aprendere skolor. 

Funnits i 18 år på Värmdö under namnet Värmdö tekniska gymnasium. Flyttad ht 2012 till Odenplan med namnbyte. Flytt till söderort med namnbyte till Odengymnasiet ca 2018.

Tidigare adress:
2012-2018? Surbrunnsgatan 66"
826,Visa/stockholms-byggtekniska-gymnasium/15081ad1-5466-4b05-829e-9e1e03c13123,Stockholms byggtekniska gymnasium,Kista gymnasium / (Stockholms byggtekniska gymnasiesärskola / Kista gymnasiesärskola),,,,Torshamnsgatan 10-12,,,,"Gymnasium, Vuxengymnasium, Gymnasiesärskola

Inriktning bygg, fastighet och VVS.

Kista gymnasium: Tidigare (från 1980-talet) annex till Polhemsgymnasiet och S:t Eriks gymnasium - se dessa.  
Självständigt gymnasium from 1999.
Med gymnasiesärskola 1995- , Kista gymnasiesärskola; namnändrad 2016 till Stockholms byggtekniska gymnasiesärskola.
Med vuxengymnasium 2004- ?. (upphört)

Enl. uppg. IVIK-Bygg Kista provisoriskt i fd Fogelströmska gymnasiets byggnad ht 2005.

I lista över gymnasier 2016 under namnet Stockholms byggtekniska gymnasium.

Skolan lägger ner ner vid årsskiftet 2020/2021. Finns ej med i katalog 2021."
827,Visa/katarina-sodra-od--1903-1944/052084a4-3789-49ca-8468-9e23aed38716,Katarina södra öd  1903-1944,,,,,,,,,"Huvudskola:
Katarina södra skola"
828,Visa/stockholms-stads-skola-for-utbildning-av-mentalsjukvardspersonal/51e37373-8983-41f9-82f6-9e4876d418fa,Stockholms stads skola för utbildning av mentalsjukvårdspersonal,,,,,,,,,jämför Mickelsbergsskolan samt Stockholms stads skola för utbildning av sjukvårdspersonal !
829,Visa/kistagards-skoldaghem/e21f8e93-5c2e-4847-9b85-9e508d9d836b,Kistagårds skoldaghem,,,,,,,,,"Specialskola: Grundskola

1. Benämning på skoldaghemsverksamhet bedriven 1987-1990 under Husby ro.
2. Benämning på skoldaghem 1993-1996 under S:t Örjans specialenhet; namnändring 1996 till Kista skoldaghem -se Vega resursskola !

OBS att det inte finns någon koppling mellan 1. och 2. !"
830,Visa/kronprinsessan-lovisas-barnsjukhus-skola/b8a573ab-09d2-4c00-ba55-9e8b9eafb9b7,Kronprinsessan Lovisas barnsjukhus skola,,,,,Polhemsgatan 30,,,,"Specialskola: Sjukhusskola- Grundskola.

Barnsjukhuset grundat 1854. Nedlagt 1969 och senare rivet. Skolavdelningen överfördes till det nyöppnade S:t Görans barnsjukhus."
831,Visa/bredangsskolan/cb639261-2aea-4761-aa19-9e92402ea48c,Bredängsskolan,(Bredängsskolans grundsärskola),,,,Bredängstorg 21,,,,"Grundskola åk 1-9, Gymnasium, Grundsärskola

Huvudskola i Bredängs ro 1970-1991. Egen enhet 1991. 
Tillhörde Skärholmens Sdn 1997-vt 2007.

Öppnade 1966.
Högstadium 1966-1969 i Västertorps gymnasium.
Provisorier: Paviljonger Ålgrytevägen 73-89.
Gymnasieutbildning 199x-1999 - Lärkan  - se d:o.

Västertorps gymnasium hade en filial i lokaler vid Bredängsskolan (Bredängsfilialen) 1968-1974, se Västertorps gymnasium.

Med grundsärskola (åtm. från ht 2009) - Bredängsskolans grundsärskola."
832,Visa/apologistskola/82038e8a-b3fe-4669-9ce4-9ea6fc87f49a,Apologistskola,,,,,,,,,"Skolform

Apologist av latinets apologista = räknemästare, lärare i räknekonsten.
1821 omvandlades församlingarnas kyrkskolor till högre och lägre apologistskolor. I dessa skulle en bredare och mer allmän utbildning förekomma jämfört med tidigare undervisning. 
Endast pojkar fick bli elever. Skolformen var tänkt för blivande näringsidkare och lägre tjänstemän.
Skolämnen: kristendom, svensk grammatik, rättskrivning, välskrivning, matematik, historia och geografi. I den högre formen även franska och tyska.
Sammanslogs med ""lärdomsskolan"" (trivialskolan) och blev ""elementarläroverk"" på 1850-talet; från 1878 ""allmänt läroverk"".
Man kan förenklat säga att apologistskolan utvecklades till läroverkens reallinje och i nutiden motsvaras den av naturvetenskaplig inriktning i gymnasiet."
833,Visa/yrkesrad/5041bc2a-5c4a-49a8-95ff-9ed160e7ff87,Yrkesråd,Yrkesnämnd,,,,,,,,"Rådgivande centralorgan för samtliga yrkesutbildningar

1964-1971 Skoldirektionens yrkesnämnder
1971-1991 Skoldirektionens / Skolstyrelsens yrkesråd
Upphörda 1991?"
834,Visa/st-orjans-jourgrupp/8ed48256-a722-4456-836f-9eefaa032364,S:t Örjans jourgrupp,S:t Örjans akutgrupp / Vintertullsskolan,,,,"1994-1995 Barnängsgatan 12 (Sofiaskolan)
senare Vintertullstorget 54-56",,,,"Specialskola: Grundskola, skoldaghem åk 7-9. Fristående grundskola, resursskola med jourverksamhet åk 6-9.

Tidigare varit en enhet inom S:t Örjans specialenhet:
1994-1996 S:t Örjans akutgrupp
1996-1999 S:t Örjans jourgrupp (""Vintertullsskolan"")

Ombildad till fristående grundskola, resursskola under namnet Vintertullsskolan from 1 februari 1999. Tas i kataloger 2011 och 2012 upp som fristående skola med särskilt stöd. Se posten Vintertullsskolan."
835,Visa/realgymnasiet/941bd7d6-073f-4e54-a536-9f17f06d27b2,Realgymnasiet,Realgymnasiet i Stockholm,,,,"Trekantsvägen 1
Trekantsvägen 3 (anges på nätet 2014)",,,,"Fristående gymnasieskola.
En del av företaget Lärande i Sverige AB.

Upptas i katalog 2010 som Realgymnasiet i Stockholm; 2011 som Realgymnasiet."
836,Visa/pedagogiska-institutet/17df5176-1843-4952-9b88-9f250afc483a,Pedagogiska institutet,Pedagogiska institutets förskoleseminarium / Södra KFUK:s pedagogiska institut,,,,,,,,"Förskoleseminarium

Öppnat 1934, upphört 1961."
837,Visa/skolstyrelsen-sks/07ecbb81-6ad6-437e-91df-9f52329eb7cd,Skolstyrelsen (SkS),Stockholms skolstyrelse,,,,,,,,"Kommunal skolstyrelse i Stockholm

Ersatte (namnbyte) 1/7 1982 förutvarande Skoldirektionen - 
se d:o.
Upphörde 1994 och ersattes 1995 av Grundskolestyrelsen resp. Arbetsmarknads- och utbildningsnämnden - se dessa."
838,Visa/pedagogiskt-centrum-pc/6b6e2b38-7d2e-421d-8c2f-9fa4208386b7,Pedagogiskt centrum (PC),,,,,,,,,"Centrum för pedagogiskt utvecklingsarbete 1968-1983, administrativt en gren av Skolförvaltningen, direkt underställt skoldirektören."
839,Visa/vestre-betalningsskole/387c5b4e-a08e-4f61-a528-9fb8715a8c4b,Vestre betalningsskole,,,,,,,,,??
840,Visa/stadsdelsnamnder/d9360b94-025f-4903-a541-9fc12041e746,Stadsdelsnämnder,,,,,,,,,Det övergripande ansvaret för grundskolorna i Stockholm överfördes vt 1997 från den upphörda Grundskolestyrelsen till någon av 24 (from 1999 18) stadsdelsnämnder. From 1/7 2007 överfördes grundskolorna till Utbildningsnämnden.
841,Visa/polhemsgymnasiet/5bfb78e0-9dd2-4d8a-baa7-9fe40c01c059,Polhemsgymnasiet,,,,,Polhemsgatan 35,,,,"Yrkesskola, Gymnasium

1971 får Industri- och hantverksskolan (se d:o) namnet Polhemsgymnasiet i samband med gymnasiereformen.
1988 administrativt sammanfört med S:t Eriks gymnasium, 
1990 namnändrat till S:t Eriks gymnasium - 
se även S:t Eriks gymnasium 2.

Annexskolor:
Kustfartyget m/s Polfors - se vidare d:o (Sjömansskolan).
Kista - se Kista gymnasium
Vinsta (Siktgatan 5)
Tunnlandsskolan - se d:o.
Fridhemsplan (Sysslomansgatan 4-6)
Häggvik (Häggviksvägen 4) - Landstingets båtbyggarutbildning kommunaliserad 1973 under Polhemsgymnasiet.

Optikerutbildning from 1971, flyttad från Hässelby (tidigare branschägd utbildning) till Nya Elementars gymnasium, som övertog utbildningen from ht 1975 - se d:o.
Fartygsmekanikerutbildning 1970-talet, Flygmekanikerutbildning 
1960-1970-talet (betyg i arkiv: S:t Eriks gymnasium enl. ovan).

From 1971 Polhemsgymnasiets delkurser i Spånga och Hässelby; tidigare under Industri- och hantverksskolan - se d:o.

För detaljer om vilka utbildningar (yrken) som funnits vid Polhemsgymnasiet - se inledningen till arkivförteckningen."
842,Visa/gymnasieslussen--iv-slussen/611b5117-1584-40b1-9cd0-9fe5b945b0aa,Gymnasieslussen / IV-slussen,,,,,Hornsgatan 124,,,,"Kommunal gymnasieskola med individuella program ?

From hösten 2008 benämnd Gymnasieslussen. Ej upptagen i katalog 2009/10. Nedlagd?"
843,Visa/internationella-engelska-skolan-i-skarholmen/819bbe08-03bc-4a44-a510-a00fddf61f87,Internationella Engelska Skolan i Skärholmen,"IES Skärholmen, Internationella Engelska Skolan Skärholmen",,,,Storsätravägen 8,,,,"Fristående grundskola åk 4-9

Upptas fg i katalog 2014."
844,Visa/murbeckska-uppfostringsanstalten/672ce1d7-fbb7-4d52-9493-a03d5c647f3d,Murbeckska uppfostringsanstalten,Murbeckska inrättningen / Murbeckska barnhemmets folkskola / Murbeckska inrättningen för fattiga flickor,,,,se Historik mm !,,,,"Skola vid privat barnhem

Bildad 1747 för fattiga och moderlösa flickor på initiativ av vice pastorn i finska församlingen Peter Murbeck.
Verksamheten började 1749 i Hedvig Eleonora församling (Ladugårdslands församling) där Murbeck blivit komminister.
1760 flyttades inrättningen till Blekinge där Murbeck blivit kyrkoherde men efter hans död 1766 återkom anstalten till Stockholm; först i en lokal på S:t Paulsgatan, sen i en egen byggnad vid Svartensgränd och från 1822 åter till S:t Paulsgatan 17 (enl. Ferlin 1859).
1899 flyttades anstalten till Fittja-Ängby egendom i Täby (Munthe 1965).

Namnbyten??
Upphörd när??

Även benämnt Murbeckska barnhemmets folkskola, Murbeckska inrättningen

Adress:
1822 S:t Paulsgatan 17
1863 & 1868 S:t Paulsgatan 17 
1871-1883 S:t Paulsgatan 19
ca 1900 S:t Paulsgatan 17

Litteratur: Munthe, Arne: Västra Södermalm efter 1850. 1965."
845,Visa/hasselbystrands-ro2--1962-1991/a77bf774-bd6a-41df-bfcc-a08440162f45,Hässelbystrands ro2  1962-1991,,,,,,,,,
846,Visa/pilgrimsskolan/81908a30-04d4-43f7-a697-a09340d098f7,Pilgrimsskolan,,,,,Pilgrimsvägen 1,,,,"Grundskola, Fristående grundskola åk 1-5

Annexskola till Nybohovsskolan 1996-?. 
Ombildad till fristående grundskola from ? med Bifrostinspirerat arbetssätt."
847,Visa/stockholms-stads-ungdomsledarinstitut/5d584c16-ae73-414b-a4be-a0d4dac7cd10,Stockholms stads ungdomsledarinstitut,Ungdomsledarinstitutet (ULI),,,,,,,,"Utbildningsinstitution

Ursprungligen lagt under Barnavårdsnämnden, 1967 överflyttat till Skoldirektionen och förlagt till  Enskede yrkesskola - 
se vidare d:o."
848,Visa/rydbergs-praktiska-sjomansskola/59243e1d-ee66-4923-96e7-a104982055a4,Rydbergs praktiska sjömansskola,Praktiska sjömansskolan,,,,"Riddargatan 5
Alberget 4B 1897",,,,"Privat yrkesskola för sjömansutbildning

Drevs av en stiftelse: Rydbergska stiftelsen till danande av skickelige sjömän i det praktiska sjömansyrket.
Tillkom genom donation 1834 av grosshandlaren Abraham Rydberg (död 1845) och öppnades 1849.
Verksamhet på Riddargatan 5.
Undervisning dels i en praktisk sjömansskola, dels en förberedande undervisningsanstalt. Innehade även en exercisbrigg: Carl Johan (allt enl. Ferlin 1859).
1897 finns undervisningen på Djurgården (Alberget 4B) med skolfartyget ""Abraham Rydberg""."
849,Visa/kungsholms-privata-elementarskola-for-flickor-och-gossar/e9dd420b-11f9-4c43-923f-a11300ef0f86,Kungsholms privata elementarskola för flickor och gossar,Privata elementarskolan å Kungsholmen för flickor och gossar,,,,"Kungsholmsgatan 10 1897
Kungsholmsgatan 18 - Scheelegatan 16",,,,"Privatskola

Fanns åtminst 1891

Adresser: 
1891 Scheelegatan 5
1897 Kungsholmsgatan 10.

Även benämnd Privata elementarskolan å Kungsholmen för flickor och gossar
Jmfr Kungsholms läroverk för flickor??"
850,Visa/skarpatorpsskolan-fd-skarpabyskolan/7056d5b1-c04d-4b61-885b-a11d650763a5,"Skarpatorpsskolan, fd Skarpabyskolan",Skarpabyskolan,,,,Uppvindsgatan 1,,,,"Grundskola åk1-3 (åk 1-5 anges enbart för 2005), Grundsärskola

Egen enhet 1990. Tillhörde Skarpnäcks Sdn 1990-vt 2007.
Upptas i katalog 2014 under namnet Skarpatorpsskolan, fd Skarpabyskolan.

2015 tycks fd Skarpabyskolan (åk-1-3) var helt sammanslagen med fd Tätorpsskolan (åk 4-9) till Skarpatorpsskolan - se vidare d:o.

Med grundsärskola (åtm. från ht 2009, då vid Skarpabyskolan) -  
nu Skarpatorpsskolans grundsärskola, Albatrossen"
851,Visa/drottning-blankas-gymnasieskola-sodra/d057da58-80ed-4d25-9d58-a1c50c679d8b,Drottning Blankas gymnasieskola Södra,Drottning Blankas gymnasieskola / DBGY Stockholm södra,,,,Fyrvaktarkroken 13,,,,"Fristående gymnasieskola.
Drivs av AcadeMedia.

Öppnad ht 2013? på samma adress där nedlagda KF-gymnasiet tidigare fanns (Högbergsgatan 62). Upptas på nätsida över gymnasier 2014.
I lista 2016 på ny adress: Fyrvaktarkroken 13 (där Hantverksakademins gymnasium tidigare huserat)."
852,Visa/bromma-kommunala-flickskola/1f42e493-a961-475c-96ab-a1d7f44cf7a9,Bromma kommunala flickskola,,,,,Alviksvägen 97,,,,"Flickskola

Kommunal flickskola 1939-1968, bildad genom kommunalisering av Äppelvikens elementarskola - se denna. 
From 1966 grundskolans högstadium (åk7) parallellt med flickskolans sista år; from 1968 enbart grundskola under namnet Äppelviksskolan i byggnaden - se vidare denna.
1939-1941 fanns skolan kvar i Äppelvikens elementarskola på Drömstigen varefter den inflyttade i  om- och nybyggda lokaler på Alviksvägen.

Smedslättens gamla folkskola är delvis inbyggd i huset."
853,Visa/kf-gymnasiet/24ee4623-32ee-4daf-beb1-a2294af78f89,KF gymnasiet,Konsumentföreningen Stockholms gymnasium,,,,se Historik mm !,,,,"Fristående gymnasieskola

Öppnad 1994.

Adresser:
Medborgarplatsen
Magnus Ladulåsgatan 67
och senare
Högbergsgatan 62

Tidigare benämnt: Konsumentföreningens i Stockholm Handels- och administrations-, samhällsvetenskapsprogram.

Flyttat till Fryshuset och sammanslaget med gymnasium där ht 2012 enl. uppgift. Skolan upphörd.

Observera att Drottning Blankas gymnasieskola öppnar i fd KF-gymnasiets lokaler på Högsbergsgatan."
854,Visa/kungsholms-skolrad/c20f28c8-40ca-48c6-8207-a23e4ca92e48,Kungsholms skolråd,Kungsholmens församlings skolråd,,,,,,,,
855,Visa/malarhojdens-skola/7c24c2c4-660a-42c4-8b1f-a24b2cbbcbed,Mälarhöjdens skola,Mälarhöjdens folkskola,,,,Lugntorpsvägen 2,,,,"Folkskola, Inbyggd realskola, Enhetsskola, Grundskola åkF-9

1913-1926 benämnd Johannesdals skola - se d:o.

Huvudskola i Mälarhöjdens öd/ro. Egen enhet 1991. 
Tillhörde Hägerstens Sdn 1997-vt 2007.

From 1989 och några år framåt bedrevs en försöksverksamhet med drama- och scenografiprofil.

Byggår och arkitekt mm:
1904 träskolan (Röda stugan)
1925, 1930  stenskolan  Georg A. Nilsson
1954  Paul Hedqvist
(1924-1925 En ny skolbyggnad med flygel upp mot Slättgårdsvägen. 1930 en tillbyggnad till huvudbyggnaden samt en andra flygel mot S:t Mickelsgatan. 1954 ytterligare en skolbyggnad i tegel för högstadiet).
1995 byggs högstadiebyggnaden ut med två våningar och 2 nya byggnader för fritids uppförs: Mickelgården och Mälarstugan.
2011 byggs skolbespisningen ut."
856,Visa/magelungsskolan/f01ba674-727d-4854-a2f8-a2718b2754da,Magelungsskolan,,,,,Ullerudsbacken 39,,,,"Grundskola åk 1-6

Skolan öppnad 1961. Annexskola till Larsbodaskolan som enhet Larsboda/Magelungen 1991-1992. Egen enhet 1992, senare som skolenhet Fagersjöskolan/Magelungsskolan. 
Tillhörde Farsta Sdn 1997-vt 2007.

Enl. uppgift var rektor även ansvarig för Hästhagens skola 
2006-2008.

Först i två paviljonger 1961; 1964 i egen ny skolbyggnad."
857,Visa/reymersholms-folkskola/d5ce7cca-d035-4bc2-a1ef-a2d2f0f19875,Reymersholms folkskola,Reymersholms småskola / Charlottenburgs småskola / Reimersholme,,,,,,,,Charlottenburgs småskola = Reymersholms småskola
858,Visa/stockholms-stads-handelsrealskola/98e8fb85-fdda-4e53-b8b9-a2f465cc05a5,Stockholms stads handelsrealskola,Eriksdals handelsrealskola / Stockholms stads handelsmellanskola / Handelsrealskolan / Handelsrealskolans fackskola / Stockholms högre folkskola för handelsutbildning,,,,se Historik mm !,,,,"Högre folkskola, Mellanskola, Praktisk realskola

Skolan öppnade 1919. 1933-1936 gradvis övergång till praktisk realskola med handelslinje men benämnd handelsmellanskola. 
Ht 1938 delad i 2 avdelningar - norra och södra.
1941 uppgick Grevesmülska samskolan i handelsmellanskolan.

Namn:
1919-1933 Stockholms högre folkskola för handelsutbildning
1933-1952 Stockholms stads handelsmellanskola
1952-1967 Stockholms stads handelsrealskola
1967-1968 Handelsrealskolans fackskola
Upphörde 1968.

1940-1942 införlivades den kommunaliserade Grevesmühlska samskolan i dåvarande handelsmellanskolan.

Adresser: 
Klara södra kyrkogata 13-15 (Klara folkskola; norra avd.)
Eriksdalsskolans handelsrealskola (Ringvägen 66; Eriksdalsskolan; södra avd.)."
859,Visa/grevesmhlska-samskolan--1814-1940/381147fb-ad08-4c90-b13c-a31bca0a3765,Grevesmühlska samskolan  1814-1940,Grevesmühlska skolan / Jakob och Johannes fri- och fattigskola,,,,se Historik mm !,,,,"Privatskola, Enskild mellanskola

1814-ca 1890 Jakobs- och Johannes fri- och fattigskola 
(Grundades 1812 efter en donation av grosshandlare Carl Adolph Grevesmühl (1744-1827) med hustru Catharina och öppnade 1814 som en ""fri läro- och arbetsinrättning"" för fattiga barn av båda könen). 
Dessutom hantverksskola (söndagsskola) för fattiga hantverkslärlingar- och gesäller i byggnaden. Denna hantverksskola förenad med Stockholms Borgarskolas avd. i Jakob och Johannes - se vidare Stockholms Borgarskola som började sin verksamhet 1836 i byggnaden.

1823 införlivades Johannes församlings kyrkoskola (se d:o) som blev förberedande avdelning till fri- och fattigskolan. (1860 uppgick ""denna sista kvarleva av Johannes gamla kyrkskola"" i Johannes församlings folkskola). 

1894 ombildades skolan till en högre folkskola (den första i Stockholm) och namnändrades till Grevesmühlska skolan. 1904 omdanad till treårig samrealskola och från 1910 till 4-årig mellanskola. 
1906 namnändring till Grevesmühlska samskolan; från 1908 statsbidrag, från 1912 kommunalt bidrag. Kommunaliserad 1940, avvecklad 1940-1942 och införlivad med handelsmellanskolan - se vidare Stockholms stads handelsrealskola. (Enligt en uppgift förenad under det egna namnet med Stockholms Borgarskola såsom dennas reallinje?).

Adresser:
1814-1863 Malmskillnadsgatan 58A (eget skolhus)
1861-1900 Malmskilldansgatan 58B (nytt skolhus)
1863 dessutom Johannesplan 58B (även kallad Grevesmühlska förskolan)
1900 Brunnsgatan 13 (nytt skolhus; arkitekt: Carl Möller)
1931 Kungsstensgatan 4 (i Stockholms borgarskola)"
